2970.000000 	 0.000000 
2970.000000 	 35.000000 
2970.000000 	 70.000000 
2970.000000 	 105.000000 
2970.000000 	 140.000000 
2940.000000 	 245.000000 
2910.000000 	 315.000000 
2880.000000 	 385.000000 
2850.000000 	 455.000000 
2820.000000 	 525.000000 
2760.000000 	 630.000000 
2700.000000 	 735.000000 
2670.000000 	 770.000000 
2640.000000 	 805.000000 
2610.000000 	 840.000000 
2580.000000 	 875.000000 
2550.000000 	 910.000000 
2430.000000 	 1015.000000 
2340.000000 	 1085.000000 
2280.000000 	 1120.000000 
2220.000000 	 1155.000000 
2160.000000 	 1190.000000 
2070.000000 	 1225.000000 
1980.000000 	 1260.000000 
1860.000000 	 1295.000000 
1740.000000 	 1330.000000 
1710.000000 	 1330.000000 
1680.000000 	 1330.000000 
1650.000000 	 1330.000000 
1620.000000 	 1330.000000 
1590.000000 	 1330.000000 
1560.000000 	 1330.000000 
1530.000000 	 1330.000000 
1500.000000 	 1330.000000 
1470.000000 	 1330.000000 
1440.000000 	 1330.000000 
1410.000000 	 1330.000000 
1380.000000 	 1330.000000 
1350.000000 	 1330.000000 
1320.000000 	 1330.000000 
1290.000000 	 1330.000000 
1260.000000 	 1330.000000 
1230.000000 	 1330.000000 
1110.000000 	 1295.000000 
990.000000 	 1260.000000 
900.000000 	 1225.000000 
810.000000 	 1190.000000 
750.000000 	 1155.000000 
690.000000 	 1120.000000 
630.000000 	 1085.000000 
540.000000 	 1015.000000 
420.000000 	 910.000000 
390.000000 	 875.000000 
360.000000 	 840.000000 
330.000000 	 805.000000 
300.000000 	 770.000000 
270.000000 	 735.000000 
210.000000 	 630.000000 
150.000000 	 525.000000 
120.000000 	 455.000000 
90.000000 	 385.000000 
60.000000 	 315.000000 
30.000000 	 245.000000 
0.000000 	 140.000000 
0.000000 	 105.000000 
0.000000 	 70.000000 
0.000000 	 35.000000 
0.000000 	 0.000000 
